code,suffix,name,sector,subsector
017480,KQ,삼현철강,1차 철강 제조업,
010960,KS,삼호개발,기반조성 및 시설물 축조관련 전문공사업,
046390,KQ,삼화네트웍스,"영화, 비디오물, 방송프로그램 제작 및 배급업",
004450,KS,삼화왕관,기타 금속 가공제품 제조업,
009470,KS,삼화전기,전자부품 제조업,
011230,KS,삼화전자,영상 및 음향기기 제조업,
001820,KS,삼화콘덴서,전자부품 제조업,
027580,KQ,상보,플라스틱제품 제조업,
038540,KQ,상상인,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
001290,KS,상상인증권,금융 지원 서비스업,
041650,KS,상신브레이크,자동차 신품 부품 제조업,
091580,KQ,상신이디피,일차전지 및 이차전지 제조업,
263810,KQ,상신전자,전자부품 제조업,
089980,KQ,상아프론테크,플라스틱제품 제조업,
042940,KQ,상지건설,건물 건설업,
042600,KQ,새로닉스,전자부품 제조업,
075180,KS,새론오토모티브,자동차 신품 부품 제조업,
107600,KQ,새빗켐,기타 화학제품 제조업,
411080,KQ,샌즈랩,소프트웨어 개발 및 공급업,
252990,KQ,샘씨엔에스,전자부품 제조업,
007540,KS,샘표,기타 금융업,
248170,KS,샘표식품,기타 식품 제조업,
378800,KQ,샤페론,기초 의약물질 제조업,
294630,KQ,서남,기타 전기장비 제조업,
038070,KQ,서린바이오,기타 전문 도매업,
006730,KQ,서부T&D,일반 및 생활 숙박시설 운영업,
079650,KQ,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업",
100660,KQ,서암기계공업,일반 목적용 기계 제조업,
007860,KS,서연,기타 금융업,
200880,KS,서연이화,자동차 신품 부품 제조업,
019770,KQ,서연탑메탈,특수 목적용 기계 제조업,
017390,KS,서울가스,연료용 가스 제조 및 배관공급업,
092190,KQ,서울바이오시스,반도체 제조업,
046890,KQ,서울반도체,반도체 제조업,
031210,KS,서울보증보험,보험업,
004410,KS,서울식품,기타 식품 제조업,
004415,KS,서울식품우,,
063170,KQ,서울옥션,상품 중개업,
027040,KQ,서울전자통신,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
018680,KQ,서울제약,의약품 제조업,
036120,KQ,서울평가정보,기타 정보 서비스업,
021050,KS,서원,금속 주조업,
093920,KQ,서원인텍,통신 및 방송 장비 제조업,
189860,KQ,서전기전,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
178320,KQ,서진시스템,기타 전기장비 제조업,
122690,KQ,서진오토모티브,자동차 신품 부품 제조업,
140070,KQ,서플러스글로벌,기계장비 및 관련 물품 도매업,
011370,KQ,서한,건물 건설업,
065710,KQ,서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
008490,KS,서흥,기타 화학제품 제조업,
035890,KQ,서희건설,건물 건설업,
357550,KQ,석경에이티,기초 화학물질 제조업,
003100,KQ,선광,기타 운송관련 서비스업,
007610,KS,선도전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
067370,KQ,선바이오,의약품 제조업,
171090,KQ,선익시스템,특수 목적용 기계 제조업,
136490,KS,선진,동물용 사료 및 조제식품 제조업,
086710,KQ,선진뷰티사이언스,기타 화학제품 제조업,
014620,KQ,성광벤드,1차 철강 제조업,
037350,KQ,성도이엔지,"건축기술, 엔지니어링 및 관련 기술 서비스업",
014910,KS,성문전자,전자부품 제조업,
014915,KS,성문전자우,,
004980,KS,성신양회,"시멘트, 석회, 플라스터 및 그 제품 제조업",
004985,KS,성신양회우,,
458650,KQ,성우,일차전지 및 이차전지 제조업,
081580,KQ,성우전자,통신 및 방송 장비 제조업,
045300,KQ,성우테크론,전자부품 제조업,
015750,KQ,성우하이텍,자동차 신품 부품 제조업,
340930,KQ,성원에너텍,특수 목적용 기계 제조업,
365340,KQ,성일하이텍,기초 화학물질 제조업,
000180,KS,성창기업지주,회사 본부 및 경영 컨설팅 서비스업,
080470,KQ,성창오토텍,자동차 신품 부품 제조업,
043260,KQ,성호전자,전자부품 제조업,
148150,KQ,세경하이테크,전자부품 제조업,
002420,KS,세기상사,연료 소매업,
061090,KQ,세나테크놀로지,통신 및 방송 장비 제조업,
188260,KQ,세니젠,그외 기타 제품 제조업,
053060,KQ,세동,자동차 신품 부품 제조업,
340440,KQ,세림B&G,플라스틱제품 제조업,
017510,KQ,세명전기,기타 금속 가공제품 제조업,
490470,KQ,세미파이브,"건축기술, 엔지니어링 및 관련 기술 서비스업",
004360,KS,세방,도로 화물 운송업,
004365,KS,세방우,,
004490,KS,세방전지,일차전지 및 이차전지 제조업,
011560,KQ,세보엠이씨,건물설비 설치 공사업,
396300,KQ,세아메카닉스,기타 금속 가공제품 제조업,
001430,KS,세아베스틸지주,1차 철강 제조업,
306200,KS,세아제강,1차 철강 제조업,
003030,KS,세아제강지주,기타 금융업,
058650,KS,세아홀딩스,1차 철강 제조업,
013000,KS,세우글로벌,기타 전문 도매업,
100700,KQ,세운메디칼,의료용품 및 기타 의약 관련제품 제조업,
024830,KQ,세원물산,자동차 신품 부품 제조업,
021820,KS,세원정공,자동차 신품 부품 제조업,
067830,KS,세이브존I&C,종합 소매업,
036630,KQ,세종텔레콤,전기 및 통신 공사업,
039310,KQ,세중,소프트웨어 개발 및 공급업,
075580,KS,세진중공업,선박 및 보트 건조업,
067770,KQ,세진티에스,전자부품 제조업,
053450,KQ,세코닉스,사진장비 및 광학기기 제조업,
252500,KQ,세화피앤씨,기타 화학제품 제조업,
321370,KQ,센서뷰,전자부품 제조업,
347000,KQ,센코,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
331920,KQ,셀레믹스,기초 의약물질 제조업,
352770,KQ,셀레스트라,의료용품 및 기타 의약 관련제품 제조업,
471820,KQ,셀로맥스사이언스,기타 식품 제조업,
049180,KQ,셀루메드,기초 의약물질 제조업,
299660,KQ,셀리드,자연과학 및 공학 연구개발업,
108860,KQ,셀바스AI,소프트웨어 개발 및 공급업,
208370,KQ,셀바스헬스케어,의료용 기기 제조업,
318160,KQ,셀바이오휴먼텍,기타 섬유제품 제조업,
308430,KQ,셀비온,의약품 제조업,
068270,KS,셀트리온,기초 의약물질 제조업,
068760,KQ,셀트리온제약,의약품 제조업,
007720,KQ,소노스퀘어,상품 종합 도매업,
290690,KQ,소룩스,전구 및 조명장치 제조업,
950200,KQ,소마젠,"그외 기타 전문, 과학 및 기술 서비스업",
032680,KQ,소프트센,기타 정보 서비스업,
258790,KQ,소프트캠프,소프트웨어 개발 및 공급업,
066910,KQ,손오공,기타 전문 도매업,
215090,KQ,솔디펜스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
336370,KS,솔루스첨단소재,전자부품 제조업,
248070,KS,솔루엠,전자부품 제조업,
035610,KQ,솔본,회사 본부 및 경영 컨설팅 서비스업,
357780,KQ,솔브레인,기타 화학제품 제조업,
036830,KQ,솔브레인홀딩스,회사 본부 및 경영 컨설팅 서비스업,
304100,KQ,솔트룩스,소프트웨어 개발 및 공급업,
328380,KQ,솔트웨어,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
004430,KS,송원산업,기타 화학제품 제조업,
086980,KQ,쇼박스,"영화, 비디오물, 방송프로그램 제작 및 배급업",
017550,KS,수산세보틱스,특수 목적용 기계 제조업,
050960,KQ,수산아이앤티,소프트웨어 개발 및 공급업,
126720,KS,수산인더스트리,전기 및 통신 공사업,
084180,KQ,수성웹툰,일반 목적용 기계 제조업,
253840,KQ,수젠텍,의료용품 및 기타 의약 관련제품 제조업,
298830,KQ,슈어소프트테크,소프트웨어 개발 및 공급업,
236200,KQ,슈프리마,통신 및 방송 장비 제조업,
094840,KQ,슈프리마에이치큐,통신 및 방송 장비 제조업,
192440,KQ,슈피겐코리아,그외 기타 제품 제조업,
424960,KQ,스마트레이더시스템,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
099440,KQ,스맥,특수 목적용 기계 제조업,
066590,KQ,스모트로닉,자동차 신품 부품 제조업,
053210,KS,스카이라이프,텔레비전 방송업,
276040,KQ,스코넥,소프트웨어 개발 및 공급업,
060240,KQ,스타코링크,선박 및 보트 건조업,
115570,KQ,스타플렉스,플라스틱제품 제조업,
330730,KQ,스톤브릿지벤처스,기타 금융업,
352090,KQ,스톰테크,플라스틱제품 제조업,
253450,KQ,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업",
408900,KQ,스튜디오미르,"영화, 비디오물, 방송프로그램 제작 및 배급업",
415380,KQ,스튜디오삼익,기타 생활용품 소매업,
475040,KQ,스트라드비젼,소프트웨어 개발 및 공급업,
026890,KS,스틱인베스트먼트,신탁업 및 집합투자업,
013810,KQ,스페코,특수 목적용 기계 제조업,
347700,KQ,스피어,소프트웨어 개발 및 공급업,
049830,KQ,승일,기타 금속 가공제품 제조업,
020710,KQ,시공테크,전문디자인업,
033170,KQ,시그네틱스,반도체 제조업,
048870,KQ,시너지이노베이션,의료용 기기 제조업,
025320,KQ,시노펙스,전자부품 제조업,
134790,KS,시디즈,가구 제조업,
340810,KQ,시선AI,소프트웨어 개발 및 공급업,
056090,KQ,시지메드텍,의료용 기기 제조업,
429270,KQ,시지트로닉스,반도체 제조업,
418250,KQ,시큐레터,소프트웨어 개발 및 공급업,
131090,KQ,시큐브,소프트웨어 개발 및 공급업,
462870,KS,시프트업,소프트웨어 개발 및 공급업,
016590,KS,신대양제지,"골판지, 종이 상자 및 종이용기 제조업",
290520,KQ,신도기연,특수 목적용 기계 제조업,
029530,KS,신도리코,컴퓨터 및 주변장치 제조업,
004970,KS,신라교역,어로 어업,
001000,KQ,신라섬유,부동산 임대 및 공급업,
025870,KQ,신라에스지,음·식료품 및 담배 도매업,
215600,KQ,신라젠,자연과학 및 공학 연구개발업,
065350,KQ,신성델타테크,가정용 기기 제조업,
416180,KQ,신성에스티,자동차 신품 부품 제조업,
011930,KS,신성이엔지,반도체 제조업,
004170,KS,신세계,종합 소매업,
035510,KS,신세계 I&C,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
031430,KS,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업",
031440,KS,신세계푸드,음식점업,
006880,KS,신송홀딩스,산업용 농·축산물 및 동·식물 도매업,
162300,KQ,신스틸,1차 철강 제조업,
002800,KQ,신신제약,의약품 제조업,
472220,KQ,신영스팩10호,금융 지원 서비스업,
005800,KS,신영와코루,봉제의복 제조업,
001720,KS,신영증권,금융 지원 서비스업,
009270,KS,신원,봉제의복 제조업,
017000,KQ,신원종합개발,건물 건설업,
002700,KS,신일전자,기계장비 및 관련 물품 도매업,
012790,KQ,신일제약,의약품 제조업,
138070,KQ,신진에스엠,기타 금속 가공제품 제조업,
226330,KQ,신테카바이오,소프트웨어 개발 및 공급업,
002870,KS,신풍,기타 전문 도매업,
019170,KS,신풍제약,의약품 제조업,
019175,KS,신풍제약우,,
481850,KS,신한글로벌액티브리츠,신탁업 및 집합투자업,
404990,KS,신한서부티엔디리츠,부동산 임대 및 공급업,
293940,KS,신한알파리츠,부동산 임대 및 공급업,
474660,KQ,신한제12호스팩,금융 지원 서비스업,
474930,KQ,신한제13호스팩,금융 지원 서비스업,
487360,KQ,신한제14호스팩,금융 지원 서비스업,
487830,KQ,신한제15호스팩,금융 지원 서비스업,
496070,KQ,신한제16호스팩,금융 지원 서비스업,
055550,KS,신한지주,기타 금융업,
056700,KQ,신화인터텍,플라스틱제품 제조업,
187270,KQ,신화콘텍,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
095190,KQ,신화프리텍,기타 금속 가공제품 제조업,
004080,KS,신흥,기계장비 및 관련 물품 도매업,
243840,KQ,신흥에스이씨,일차전지 및 이차전지 제조업,
257720,KQ,실리콘투,상품 종합 도매업,
222800,KQ,심텍,전자부품 제조업,
036710,KQ,심텍홀딩스,회사 본부 및 경영 컨설팅 서비스업,
444530,KQ,심플랫폼,소프트웨어 개발 및 공급업,
234030,KQ,싸이닉솔루션,반도체 제조업,
160980,KQ,싸이맥스,특수 목적용 기계 제조업,
356890,KQ,싸이버원,소프트웨어 개발 및 공급업,
217330,KQ,싸이토젠,자연과학 및 공학 연구개발업,
004770,KS,써니전자,전자부품 제조업,
208640,KQ,썸에이지,소프트웨어 개발 및 공급업,
222420,KQ,쎄노텍,기타 비금속 광물제품 제조업,
037760,KQ,쎄니트,1차 철강 제조업,
081180,KQ,쎄크,일반 목적용 기계 제조업,
099320,KQ,쎄트렉아이,"항공기,우주선 및 부품 제조업",
049960,KQ,쎌바이오텍,기초 의약물질 제조업,
088280,KQ,쏘닉스,반도체 제조업,
403550,KS,쏘카,운송장비 임대업,
050890,KQ,쏠리드,통신 및 방송 장비 제조업,
394800,KQ,쓰리빌리언,자연과학 및 공학 연구개발업,
177900,KQ,쓰리에이로직스,반도체 제조업,
475400,KQ,씨메스로보틱스,특수 목적용 기계 제조업,
109670,KQ,씨싸이트,봉제의복 제조업,
066790,KQ,씨씨에스,텔레비전 방송업,
004920,KS,씨아이테크,영상 및 음향기기 제조업,
352480,KQ,씨앤씨인터내셔널,기타 화학제품 제조업,
264660,KQ,씨앤지하이테크,특수 목적용 기계 제조업,
352700,KQ,씨앤투스,화학섬유 제조업,
458870,KQ,씨어스,의료용 기기 제조업,
297090,KQ,씨에스베어링,일반 목적용 기계 제조업,
112610,KS,씨에스윈드,"구조용 금속제품, 탱크 및 증기발생기 제조업",
900120,KQ,씨엑스아이,기타 금융업,
359090,KQ,씨엔알리서치,"그외 기타 전문, 과학 및 기술 서비스업",
115530,KQ,씨엔플러스,전자부품 제조업,
388210,KQ,씨엠티엑스,전자부품 제조업,
115480,KQ,씨유메디칼,의료용 기기 제조업,
376290,KQ,씨유테크,전자부품 제조업,
189330,KQ,씨이랩,소프트웨어 개발 및 공급업,
096530,KQ,씨젠,의료용품 및 기타 의약 관련제품 제조업,
101240,KQ,씨큐브,기초 화학물질 제조업,
060590,KQ,씨티씨바이오,의약품 제조업,
308170,KS,씨티알모빌리티,자동차 신품 부품 제조업,
260930,KQ,씨티케이,기타 화학제품 제조업,
413630,KQ,씨피시스템,플라스틱제품 제조업,
013990,KQ,아가방컴퍼니,생활용품 도매업,
123860,KQ,아나패스,반도체 제조업,
025980,KQ,아난티,일반 및 생활 숙박시설 운영업,
008700,KS,아남전자,영상 및 음향기기 제조업,
261780,KQ,아리바이오랩,자연과학 및 공학 연구개발업,
125210,KQ,아모그린텍,전자부품 제조업,
090430,KS,아모레퍼시픽,기타 화학제품 제조업,
090435,KS,아모레퍼시픽우,,
002790,KS,아모레퍼시픽홀딩스,기타 화학제품 제조업,
002795,KS,아모레퍼시픽홀딩스우,,
357580,KQ,아모센스,전자부품 제조업,
052710,KQ,아모텍,전자부품 제조업,
074430,KQ,아미노로직스,기초 의약물질 제조업,
092040,KQ,아미코젠,기타 식품 제조업,
083930,KQ,아바코,특수 목적용 기계 제조업,
149950,KQ,아바텍,전자부품 제조업,
036010,KQ,아비코전자,전자부품 제조업,
002030,KS,아세아,회사 본부 및 경영 컨설팅 서비스업,
183190,KS,아세아시멘트,"시멘트, 석회, 플라스터 및 그 제품 제조업",
002310,KS,아세아제지,"골판지, 종이 상자 및 종이용기 제조업",
050860,KQ,아세아텍,특수 목적용 기계 제조업,
012170,KS,아센디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",
136410,KQ,아셈스,플라스틱제품 제조업,
246720,KQ,아스타,의료용품 및 기타 의약 관련제품 제조업,
450950,KQ,아스테라시스,의료용 기기 제조업,
067390,KQ,아스트,"항공기,우주선 및 부품 제조업",
159010,KQ,아스플로,일반 목적용 기계 제조업,
127710,KQ,아시아경제,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",
267850,KS,아시아나IDT,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
020560,KS,아시아나항공,항공 여객 운송업,
154030,KQ,아시아종묘,작물 재배업,
227610,KQ,아우딘퓨쳐스,기타 화학제품 제조업,
331740,KQ,아우토크립트,소프트웨어 개발 및 공급업,
143160,KQ,아이디스,통신 및 방송 장비 제조업,
054800,KQ,아이디스홀딩스,기타 전문 서비스업,
332370,KQ,아이디피,컴퓨터 및 주변장치 제조업,
066430,KQ,아이로보틱스,기타 전문 도매업,
122900,KS,아이마켓코리아,상품 종합 도매업,
339950,KQ,아이비김영,일반 교습 학원,
469750,KQ,아이비젼웍스,특수 목적용 기계 제조업,
460470,KQ,아이빔테크놀로지,사진장비 및 광학기기 제조업,
099190,KQ,아이센스,의료용 기기 제조업,
461300,KQ,아이스크림미디어,소프트웨어 개발 및 공급업,
289010,KQ,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업",
214430,KQ,아이쓰리시스템,전자부품 제조업,
040910,KQ,아이씨디,특수 목적용 기계 제조업,
368600,KQ,아이씨에이치,전자부품 제조업,
456010,KQ,아이씨티케이,반도체 제조업,
052860,KQ,아이앤씨,반도체 제조업,
464500,KQ,아이언디바이스,반도체 제조업,
010780,KS,아이에스동서,"시멘트, 석회, 플라스터 및 그 제품 제조업",
212710,KQ,아이에스티이,반도체 제조업,
038880,KQ,아이에이,전자부품 제조업,
307180,KQ,아이엘,전구 및 조명장치 제조업,
493280,KQ,아이엠바이오로직스,자연과학 및 공학 연구개발업,
461030,KQ,아이엠비디엑스,자연과학 및 공학 연구개발업,
451220,KQ,아이엠티,특수 목적용 기계 제조업,
078860,KQ,아이오케이이엔엠,"영화, 비디오물, 방송프로그램 제작 및 배급업",
090150,KQ,아이윈,자동차 신품 부품 제조업,
031310,KQ,아이즈비전,전기 통신업,
462980,KQ,아이지넷,기타 정보 서비스업,
185490,KQ,아이진,자연과학 및 공학 연구개발업,
059100,KQ,아이컴포넌트,전자부품 제조업,
262840,KQ,아이퀘스트,소프트웨어 개발 및 공급업,
175250,KQ,아이큐어,기타 화학제품 제조업,
052460,KQ,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
119830,KQ,아이텍,"그외 기타 전문, 과학 및 기술 서비스업",
052770,KQ,아이톡시,소프트웨어 개발 및 공급업,
124500,KQ,아이티센글로벌,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
031820,KS,아이티센씨티에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
010280,KQ,아이티센엔텍,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
232830,KQ,아이티센피엔에스,소프트웨어 개발 및 공급업,
372800,KQ,아이티아이즈,소프트웨어 개발 및 공급업,
084850,KQ,아이티엠반도체,전자부품 제조업,
309710,KQ,아이티켐,기초 의약물질 제조업,
114840,KQ,아이패밀리에스씨,기타 화학제품 제조업,
027360,KQ,아주IB투자,기타 금융업,
139990,KS,아주스틸,1차 철강 제조업,
032080,KQ,아즈텍WB,"섬유제품 염색, 정리 및 마무리 가공업",
013310,KQ,아진산업,자동차 신품 부품 제조업,
059120,KQ,아진엑스텍,반도체 제조업,
009320,KS,아진전자부품,자동차 신품 부품 제조업,
203690,KQ,아크솔루션스,"펄프, 종이 및 판지 제조업",
158430,KQ,아톤,소프트웨어 개발 및 공급업,
297570,KQ,아틀라스링크,통신 및 방송 장비 제조업,
200350,KQ,아티스트스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업",
321820,KQ,아티스트컴퍼니,창작 및 예술관련 서비스업,
001540,KQ,안국약품,의약품 제조업,
053800,KQ,안랩,소프트웨어 개발 및 공급업,
065660,KQ,안트로젠,기타 전문 도매업,
001780,KS,알루코,1차 비철금속 제조업,
260660,KQ,알리코제약,의료용품 및 기타 의약 관련제품 제조업,
354320,KQ,알멕,1차 비철금속 제조업,
361570,KQ,알비더블유,오디오물 출판 및 원판 녹음업,
131370,KQ,알서포트,소프트웨어 개발 및 공급업,
140670,KQ,알에스오토메이션,전자부품 제조업,
061040,KQ,알에프텍,통신 및 방송 장비 제조업,
148250,KQ,알엔투테크놀로지,전자부품 제조업,
123010,KQ,알엔티엑스,전자부품 제조업,
476830,KQ,알지노믹스,자연과학 및 공학 연구개발업,
347860,KQ,알체라,소프트웨어 개발 및 공급업,
196170,KQ,알테오젠,자연과학 및 공학 연구개발업,
123750,KQ,알톤,그외 기타 운송장비 제조업,
459550,KQ,알트,통신 및 방송 장비 제조업,
085810,KQ,알티캐스트,소프트웨어 개발 및 공급업,
043100,KQ,알파AI,의료용 기기 제조업,
117670,KQ,알파칩스,반도체 제조업,
314140,KQ,알피바이오,의약품 제조업,
291650,KQ,압타머사이언스,자연과학 및 공학 연구개발업,
293780,KQ,압타바이오,자연과학 및 공학 연구개발업,
018250,KS,애경산업,기타 화학제품 제조업,
161000,KS,애경케미칼,기초 화학물질 제조업,
310200,KQ,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업",
179530,KQ,애드바이오텍,의약품 제조업,
397810,KQ,애드포러스,광고업,
052790,KQ,액토즈소프트,소프트웨어 개발 및 공급업,
290740,KQ,액트로,전자부품 제조업,
238090,KQ,앤디포스,플라스틱제품 제조업,
138360,KQ,앤로보틱스,특수 목적용 기계 제조업,
092600,KQ,앤씨앤,반도체 제조업,
129890,KQ,앱코,컴퓨터 및 주변장치 제조업,
174900,KQ,앱클론,의료용품 및 기타 의약 관련제품 제조업,
109960,KQ,앱토크롬,기타 전문 도매업,
270520,KQ,앱튼,"건축기술, 엔지니어링 및 관련 기술 서비스업",
255440,KQ,야스,특수 목적용 기계 제조업,
030960,KQ,양지사,인쇄 및 인쇄관련 산업,
102120,KQ,어보브반도체,반도체 제조업,
238120,KQ,얼라인드,사진장비 및 광학기기 제조업,
019990,KQ,에너토크,일반 목적용 기계 제조업,
011090,KS,에넥스,가구 제조업,
435570,KQ,에르코스,도시락 및 식사용 조리식품 제조업,
270660,KQ,에브리봇,가정용 기기 제조업,
038680,KQ,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
137310,KS,에스디바이오센서,의료용 기기 제조업,
121890,KQ,에스디시스템,전자부품 제조업,
304360,KQ,에스바이오메딕스,의약품 제조업,
389500,KQ,에스비비테크,일반 목적용 기계 제조업,
042110,KQ,에스씨디,가정용 기기 제조업,
065420,KQ,에스아이리소스,기타 화학제품 제조업,
103230,KQ,에스앤더블류,일반 목적용 기계 제조업,
260970,KQ,에스앤디,기타 식품 제조업,
101490,KQ,에스앤에스텍,전자부품 제조업,
095910,KQ,에스에너지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
275630,KQ,에스에스알,소프트웨어 개발 및 공급업,
031330,KQ,에스에이엠티,기계장비 및 관련 물품 도매업,
060540,KQ,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
005850,KS,에스엘,자동차 신품 부품 제조업,
246250,KQ,에스엘에스바이오,"그외 기타 전문, 과학 및 기술 서비스업",
041510,KQ,에스엠,오디오물 출판 및 원판 녹음업,
010580,KS,에스엠벡셀,자동차 신품 부품 제조업,
460870,KQ,에스엠씨지,유리 및 유리제품 제조업,
464080,KQ,에스오에스랩,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",
109610,KQ,에스와이,"구조용 금속제품, 탱크 및 증기발생기 제조업",
365330,KQ,에스와이스틸텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",
012750,KS,에스원,"경비, 경호 및 탐정업",
306040,KQ,에스제이그룹,"가죽, 가방 및 유사제품 제조업",
398120,KQ,에스지헬스케어,의료용 기기 제조업,
472230,KQ,에스케이증권제11호스팩,금융 지원 서비스업,
473000,KQ,에스케이증권제12호스팩,금융 지원 서비스업,
473950,KQ,에스케이증권제13호스팩,금융 지원 서비스업,
475660,KQ,에스켐,기타 화학제품 제조업,
096630,KQ,에스코넥,통신 및 방송 장비 제조업,
069510,KQ,에스텍,영상 및 음향기기 제조업,
488280,KQ,에스투더블유,소프트웨어 개발 및 공급업,
234300,KQ,에스트래픽,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
039440,KQ,에스티아이,특수 목적용 기계 제조업,
098660,KQ,에스티오,봉제의복 제조업,
052020,KQ,에스티큐브,기계장비 및 관련 물품 도매업,
237690,KQ,에스티팜,의약품 제조업,
458350,KQ,에스팀,기타 사업지원 서비스업,
050760,KQ,에스폴리텍,플라스틱제품 제조업,
288620,KQ,에스프리즘,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
443670,KQ,에스피소프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",
317830,KQ,에스피시스템스,특수 목적용 기계 제조업,
058610,KQ,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",
043340,KQ,에쎈테크,일반 목적용 기계 제조업,
023960,KS,에쓰씨엔지니어링,토목 건설업,
163280,KQ,에어레인,일반 목적용 기계 제조업,
298690,KS,에어부산,항공 여객 운송업,
200710,KQ,에이디테크놀로지,반도체 제조업,
475580,KQ,에이럭스,그외 기타 제품 제조업,
096690,KQ,에이루트,컴퓨터 및 주변장치 제조업,
078520,KS,에이블씨엔씨,기타 화학제품 제조업,
298380,KQ,에이비엘바이오,기초 의약물질 제조업,
203400,KQ,에이비온,자연과학 및 공학 연구개발업,
003800,KQ,에이스침대,가구 제조업,
088800,KQ,에이스테크,통신 및 방송 장비 제조업,
241840,KQ,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업",
364950,KQ,에이아이코리아,특수 목적용 기계 제조업,
453860,KQ,에이에스텍,기타 화학제품 제조업,
312610,KQ,에이에프더블류,1차 비철금속 제조업,
015260,KS,에이엔피,전자부품 제조업,
172670,KQ,에이엘티,반도체 제조업,
481070,KQ,에이유브랜즈,"섬유, 의복, 신발 및 가죽제품 소매업",
060900,KQ,에이전트AI,전기업,
445090,KQ,에이직랜드,반도체 제조업,
295310,KQ,에이치브이엠,1차 비철금속 제조업,
072990,KQ,에이치시티,기타 과학기술 서비스업,
044990,KQ,에이치엔에스하이텍,전자부품 제조업,
239610,KQ,에이치엘사이언스,기타 식품 제조업,
036170,KQ,에이치엠넥스,반도체 제조업,
477340,KQ,에이치엠씨제7호스팩,금융 지원 서비스업,
148930,KQ,에이치와이티씨,기타 금속 가공제품 제조업,
044780,KQ,에이치케이,특수 목적용 기계 제조업,
357230,KQ,에이치피오,기타 식품 제조업,
355690,KQ,에이텀,전자부품 제조업,
071670,KQ,에이테크솔루션,특수 목적용 기계 제조업,
045660,KQ,에이텍,일반 목적용 기계 제조업,
224110,KQ,에이텍모빌리티,통신 및 방송 장비 제조업,
021080,KQ,에이티넘인베스트,신탁업 및 집합투자업,
200470,KQ,에이팩트,반도체 제조업,
262260,KQ,에이프로,기타 전기장비 제조업,
007460,KS,에이프로젠,의약품 제조업,
003060,KS,에이프로젠바이오로직스,의약품 제조업,
397030,KQ,에이프릴바이오,자연과학 및 공학 연구개발업,
244920,KS,에이플러스에셋,보험 및 연금관련 서비스업,
278470,KS,에이피알,기타 화학제품 제조업,
230240,KQ,에치에프알,통신 및 방송 장비 제조업,
159910,KQ,에코글로우,기타 화학제품 제조업,
097780,KQ,에코볼트,자동차 신품 부품 제조업,
038870,KQ,에코심플렉스,사업시설 유지·관리 서비스업,
448280,KQ,에코아이,기타 전문 서비스업,
101360,KQ,에코앤드림,일차전지 및 이차전지 제조업,
128540,KQ,에코캡,자동차 신품 부품 제조업,
086520,KQ,에코프로,기타 금융업,
450080,KS,에코프로머티,일차전지 및 이차전지 제조업,
247540,KQ,에코프로비엠,일차전지 및 이차전지 제조업,
383310,KQ,에코프로에이치엔,기타 화학제품 제조업,
038110,KQ,에코플라스틱,자동차 신품 부품 제조업,
073540,KQ,에프알텍,통신 및 방송 장비 제조업,
064850,KQ,에프앤가이드,기타 정보 서비스업,
036810,KQ,에프에스티,전자부품 제조업,
173940,KQ,에프엔씨엔터,창작 및 예술관련 서비스업,
